Year,Ave Temp,Warmest Month,Coldest Month,Difference,Mean Precip,May-Sep Precip,Heat-Moist I,Summer Heat-Moist I,DDays < 0째C,DDays > 5째C,DDays < 18째C,DDays > 18째C,Frost Free Days,Begin FFP,End FFP,Frost Free Period,Snowfall,Min Temp (30),Max Temp (30),Radiation,Evaporation,Moisture Deficit,Relative Humidity
1901,4.9,14.7,-3.4,18.1,1513,142,9.8,103.3,471,1069,4790,18,138,157,234,78,710,-35.5,32.6,-9999.0,747,441,51
1902,3.7,12.4,-3.5,15.9,829,41,16.6,304.3,625,912,5202,10,110,198,233,35,436,-35.5,32.6,-9999.0,725,592,49
1903,3.6,13.5,-9.1,22.5,822,47,16.6,285.6,712,991,5223,12,127,198,244,46,559,-35.5,32.6,-9999.0,664,542,49
1904,4.6,13.8,-3.3,17.1,1189,135,12.3,102.5,471,1015,4869,13,135,169,251,82,483,-35.5,32.6,-9999.0,737,466,50
1905,3.8,13.7,-5.7,19.4,1496,172,9.2,79.4,578,912,5184,11,110,197,248,50,600,-35.5,32.6,-9999.0,710,514,49
1906,3.6,14.1,-2.8,16.9,2345,241,5.8,58.6,589,847,5256,10,109,186,235,49,1129,-35.5,32.6,-9999.0,622,468,52
1907,3.4,12.3,-7.0,19.3,1562,66,8.6,186.9,601,761,5316,5,112,202,233,31,1120,-35.5,32.6,-9999.0,728,513,52
1908,3.1,15.2,-4.9,20.1,1130,105,11.6,144.8,677,850,5419,15,99,210,237,27,728,-35.5,32.6,-9999.0,681,486,49
1909,3.1,13.1,-6.7,19.8,2091,29,6.3,460.5,750,874,5412,9,116,205,244,38,913,-35.5,32.6,-9999.0,690,572,52
1910,4.8,14.7,-5.7,20.4,812,62,18.2,236.8,542,1110,4807,16,135,173,246,72,685,-35.5,32.6,-9999.0,844,585,50
1911,2.7,13.5,-8.0,21.4,1573,67,8.1,201.8,774,795,5557,8,98,207,230,23,823,-35.5,32.6,-9999.0,738,550,49
1912,2.4,11.0,-4.6,15.6,558,79,22.3,140.1,719,643,5669,3,95,192,223,31,449,-35.5,32.6,-9999.0,605,448,49
1913,2.5,12.6,-7.0,19.6,1163,183,10.8,69.1,839,761,5639,6,108,184,238,54,508,-35.5,32.6,-9999.0,691,443,51
1914,3.7,13.1,-6.9,20.0,1516,70,9.0,187.7,615,880,5201,8,114,177,237,60,953,-35.5,32.6,-9999.0,787,601,50
1915,3.2,13.6,-5.1,18.6,1232,162,10.7,83.8,661,801,5400,8,99,198,235,37,826,-35.5,32.6,-9999.0,680,504,50
1916,2.5,11.2,-8.8,20.0,1949,95,6.4,117.6,776,708,5644,5,95,208,239,31,1137,-35.5,32.6,-9999.0,722,449,50
1917,3.5,15.3,-9.0,24.3,1015,103,13.3,147.9,854,1113,5287,20,129,195,244,49,1047,-35.5,32.6,-9999.0,673,529,49
1918,3.5,13.5,-4.6,18.0,1294,135,10.4,100.1,670,924,5277,13,125,214,252,39,720,-35.5,32.6,-9999.0,719,491,52
1919,3.8,14.9,-6.5,21.4,1193,111,11.6,134.0,699,1054,5169,20,125,165,252,87,758,-35.5,32.6,-9999.0,728,538,50
1920,3.2,12.8,-3.7,16.5,1366,169,9.6,75.7,655,809,5400,8,114,181,242,61,723,-35.5,32.6,-9999.0,592,382,52
1921,4.2,13.4,-4.2,17.6,1213,117,11.7,114.7,514,944,5018,11,132,183,238,55,742,-35.5,32.6,-9999.0,753,511,53
1922,3.0,13.8,-7.8,21.6,1363,118,9.5,117.3,909,1034,5460,18,129,178,264,85,911,-35.5,32.6,-9999.0,636,462,53
1923,3.1,13.0,-4.6,17.7,1017,136,12.9,96.1,658,766,5427,7,113,174,254,80,618,-35.5,32.6,-9999.0,607,399,52
1924,3.8,13.8,-5.2,19.0,766,37,18.0,375.0,704,1024,5180,13,131,156,248,93,362,-35.5,32.6,-9999.0,751,595,51
1925,3.7,13.7,-3.5,17.2,1017,92,13.5,148.7,533,819,5187,6,122,166,220,53,625,-35.5,32.6,-9999.0,650,442,54
1926,5.0,14.0,-4.0,18.0,1062,50,14.1,278.4,500,1128,4739,16,145,175,229,54,353,-35.5,32.6,-9999.0,810,601,52
1927,4.1,14.3,-3.1,17.4,972,47,14.5,307.1,536,919,5076,11,126,197,235,39,554,-35.5,32.6,-9999.0,718,513,53
1928,4.6,14.2,-4.2,18.4,649,39,22.5,360.5,545,1101,4881,16,142,151,250,100,310,-35.5,32.6,-9999.0,801,604,51
1929,4.4,15.1,-5.0,20.1,668,74,21.5,205.0,597,1080,4958,20,135,163,248,85,499,-35.5,32.6,-9999.0,676,587,51
1930,3.9,14.3,-5.5,19.7,839,112,16.6,126.7,579,953,5137,14,125,211,243,32,407,-35.5,32.6,-9999.0,730,470,52
1931,4.4,16.3,-4.9,21.2,1076,101,13.4,160.5,615,1129,4949,28,138,163,237,74,201,-35.5,32.6,-9999.0,721,517,52
1932,3.8,13.1,-6.4,19.5,808,69,17.0,190.7,718,1018,5184,14,131,182,255,73,906,-35.5,32.6,-9999.0,736,581,51
1933,4.0,15.6,-8.1,23.7,883,85,15.9,183.2,705,1133,5083,23,130,210,240,30,518,-35.5,32.6,-9999.0,747,582,50
1934,5.8,15.2,-1.9,17.0,649,79,24.4,191.3,348,1188,4441,21,150,161,254,92,172,-35.5,32.6,-9999.0,838,630,52
1935,3.9,14.0,-3.8,17.8,936,35,14.8,401.0,649,1021,5154,18,127,195,266,71,551,-35.5,32.6,-9999.0,704,561,51
1936,4.8,14.8,-3.6,18.4,1429,52,10.4,285.7,501,1101,4800,19,138,181,240,59,720,-35.5,32.6,-9999.0,756,589,52
1937,3.9,14.5,-11.7,26.2,1165,16,12.0,887.9,786,1147,5119,19,140,166,254,88,828,-35.5,32.6,-9999.0,751,655,52
1938,3.6,13.4,-5.3,18.7,1263,96,10.8,139.9,686,970,5233,14,133,188,261,73,922,-35.5,32.6,-9999.0,670,461,54
1939,4.7,14.7,-7.1,21.8,715,94,20.5,156.7,548,1103,4839,18,140,182,259,77,402,-35.5,32.6,-9999.0,755,543,51
1940,5.1,14.5,-2.9,17.3,1417,16,10.6,923.9,462,1149,4706,20,151,165,249,84,483,-35.5,32.6,-9999.0,805,604,54
1941,3.3,13.2,-3.1,16.3,1307,43,10.2,310.2,582,752,5338,6,116,159,230,71,600,-35.5,32.6,-9999.0,604,483,54
1942,3.8,14.3,-6.1,20.4,812,64,16.9,225.8,637,973,5180,15,123,203,245,42,659,-35.5,32.6,-9999.0,717,552,51
1943,4.6,13.3,-2.4,15.7,1051,38,13.9,354.0,458,959,4894,13,134,176,264,88,483,-35.5,32.6,-9999.0,724,557,53
1944,3.1,12.7,-6.0,18.7,976,30,13.4,418.7,764,888,5413,10,123,173,254,81,601,-35.5,32.6,-9999.0,608,541,53
1945,3.6,15.0,-3.7,18.6,1381,97,9.8,154.9,692,973,5246,16,133,184,249,66,752,-35.5,32.6,-9999.0,672,494,54
1946,3.7,13.9,-4.8,18.7,1057,60,13.0,234.0,648,953,5203,13,123,184,247,63,509,-35.5,32.6,-9999.0,696,564,52
1947,4.1,12.2,-4.0,16.3,513,45,27.5,274.2,574,936,5063,9,135,157,257,101,421,-35.5,32.6,-9999.0,744,531,51
1948,3.1,12.7,-5.5,18.2,669,66,19.5,194.0,772,880,5430,9,118,192,248,55,407,-35.5,32.6,17.5,620,512,50
1949,3.2,13.3,-11.7,25.0,653,74,20.2,180.0,924,1020,5394,12,130,188,257,70,563,-35.5,32.6,19.1,748,615,50
1950,4.6,14.0,-6.6,20.6,1107,58,13.2,243.1,515,1025,4879,12,134,197,248,51,384,-35.5,32.6,18.5,745,542,51
1951,3.9,14.3,-5.5,19.8,974,40,14.3,356.5,667,1038,5130,17,128,184,255,71,301,-35.5,32.6,19.1,777,565,52
1952,3.3,13.9,-6.9,20.9,1014,50,13.1,280.6,894,1066,5338,14,135,170,259,89,975,-35.5,32.6,18.0,705,584,53
1953,4.0,14.7,-3.0,17.6,484,86,28.8,170.9,516,908,5121,15,116,206,257,51,336,-35.5,32.6,21.7,699,484,51
1954,4.5,14.4,-3.2,17.6,1026,34,14.1,420.6,518,971,4935,10,129,164,239,75,456,-35.5,32.6,21.5,750,634,51
1955,3.2,14.4,-7.2,21.6,1181,91,11.2,158.0,789,940,5394,13,120,182,246,64,477,-35.5,32.6,22.0,660,536,51
1956,3.8,12.7,-5.6,18.3,679,89,20.4,142.4,565,904,5146,11,126,180,256,76,543,-35.5,32.6,22.2,703,499,52
1957,3.4,13.1,-7.3,20.4,903,117,14.8,112.2,670,906,5317,11,125,192,249,56,422,-35.5,32.6,16.1,667,460,54
1958,4.5,14.9,-3.0,17.9,965,77,15.0,191.7,563,1049,4927,15,137,162,249,88,678,-35.5,32.6,14.4,665,548,52
1959,4.7,15.4,-5.2,20.5,680,93,21.6,165.0,477,1053,4841,17,129,204,238,35,424,-35.5,32.6,21.5,845,663,50
1960,4.2,14.7,-5.6,20.3,782,31,18.1,467.4,649,1109,5033,21,129,202,251,48,354,-35.5,32.6,18.7,794,632,50
1961,4.2,15.0,-3.7,18.7,473,78,30.0,191.6,569,1028,5039,19,126,204,230,25,259,-35.5,32.6,17.8,694,560,52
1962,3.8,12.5,-5.1,17.6,977,97,14.2,128.8,637,939,5159,10,123,206,247,41,803,-35.5,32.6,24.7,736,579,50
1963,3.8,12.2,-3.2,15.4,1118,119,12.4,101.8,570,864,5157,9,135,153,267,114,474,-35.5,32.6,19.5,650,418,55
1964,3.1,13.4,-4.7,18.2,989,94,13.3,143.1,752,876,5417,9,118,191,234,43,313,-35.5,32.6,21.8,614,463,52
1965,3.1,12.0,-3.9,15.9,995,60,13.1,199.7,634,729,5440,4,110,196,216,20,561,-35.5,32.6,19.5,602,507,54
1966,4.3,13.9,-5.7,19.7,746,43,19.1,320.9,617,1051,4990,13,137,164,251,86,364,-35.5,32.6,26.8,752,643,51
1967,3.6,14.9,-5.7,20.6,1136,93,12.0,160.0,735,1010,5240,19,129,164,262,98,771,-35.5,32.6,19.0,646,514,53
1968,3.8,13.8,-4.9,18.7,612,48,22.6,287.6,595,910,5166,10,125,188,245,57,269,-35.5,32.6,17.9,679,567,52
1969,3.5,14.3,-6.6,20.9,1745,47,7.7,302.4,704,964,5265,15,125,168,258,90,1262,-35.5,32.6,19.3,723,536,52
1970,3.6,14.2,-5.2,19.5,1022,27,13.3,526.4,682,962,5238,16,119,172,227,55,387,-35.5,32.6,20.4,666,598,52
1971,2.9,14.3,-7.1,21.4,876,101,14.7,141.7,770,887,5494,14,111,194,241,47,465,-35.5,32.6,21.8,658,486,52
1972,3.6,14.3,-5.5,19.8,517,80,26.3,177.4,682,943,5243,12,127,182,237,55,479,-35.5,32.6,19.0,742,560,52
1973,3.2,13.3,-5.9,19.2,1234,37,10.7,356.6,792,942,5376,11,126,163,233,70,782,-35.5,32.6,20.2,690,589,53
1974,3.9,13.1,-4.9,18.0,905,40,15.4,328.9,661,1034,5117,14,134,179,256,77,622,-35.5,32.6,23.7,673,549,52
1975,3.0,13.3,-4.5,17.8,842,63,15.5,212.0,750,858,5446,10,117,181,261,79,665,-35.5,32.6,22.9,603,490,52
1976,3.8,12.9,-3.5,16.4,505,122,27.2,105.9,566,828,5185,5,124,161,258,96,292,-35.5,32.6,23.5,632,480,50
1977,4.1,13.4,-3.9,17.3,935,121,15.1,110.7,572,992,5054,13,133,219,245,26,232,-35.5,32.6,20.8,706,541,52
1978,3.3,12.9,-5.5,18.5,1459,69,9.1,188.7,687,861,5336,7,124,192,234,42,872,-35.5,32.6,21.1,650,508,55
1979,3.9,13.0,-5.4,18.5,992,43,14.0,300.3,639,988,5116,13,136,171,259,87,666,-35.5,32.6,23.2,693,572,54
1980,4.0,13.2,-2.4,15.6,1269,77,11.0,171.5,500,845,5103,8,124,188,249,60,641,-35.5,32.6,21.2,682,499,54
1981,4.8,14.4,-2.0,16.5,1044,45,14.2,322.8,456,1078,4812,20,144,183,262,78,379,-35.5,32.6,19.7,764,545,55
1982,2.7,12.9,-5.6,18.5,1657,137,7.7,94.2,775,772,5576,7,124,178,252,73,752,-35.5,32.6,15.0,556,372,57
1983,3.2,11.7,-3.0,14.7,1738,74,7.6,159.2,655,764,5402,6,128,175,262,86,1114,-35.5,32.6,11.2,568,458,59
1984,3.9,14.6,-5.3,19.8,717,64,19.3,227.3,645,1017,5151,16,136,148,262,114,445,-35.5,32.6,17.1,595,486,55
1985,3.8,14.5,-3.9,18.4,696,61,19.9,236.3,638,963,5161,13,134,188,234,47,440,-35.5,32.6,21.4,674,543,55
1986,4.4,14.4,-2.3,16.7,1143,57,12.6,254.1,422,906,4940,12,133,176,224,48,675,-35.5,32.6,21.3,767,552,55
1987,4.0,13.4,-5.8,19.2,792,64,17.6,209.0,731,1065,5105,13,157,176,260,85,330,-35.5,32.6,19.6,683,541,57
1988,4.7,14.8,-4.1,18.8,676,73,21.7,201.2,544,1136,4849,20,149,190,256,66,378,-35.5,32.6,21.8,718,552,55
1989,4.4,14.5,-4.7,19.2,565,150,25.4,96.7,516,968,4966,12,142,182,253,72,335,-35.5,32.6,24.2,752,444,55
1990,3.9,14.0,-5.4,19.4,657,89,21.2,157.9,667,1001,5132,12,144,191,260,69,360,-35.5,32.6,23.3,738,517,55
1991,4.4,14.6,-1.8,16.4,869,55,16.6,267.3,542,1049,4955,18,144,197,268,71,519,-35.5,32.6,22.7,657,475,56
1992,5.2,14.6,-4.8,19.4,999,59,15.2,247.3,514,1209,4674,18,171,145,267,122,320,-35.5,32.6,19.1,694,567,57
1993,4.3,13.2,-4.2,17.3,1031,28,13.9,473.6,545,996,4967,12,147,168,257,88,822,-35.5,32.6,19.6,745,596,57
1994,4.6,15.8,-4.2,20.1,908,107,16.1,148.3,608,1212,4876,33,150,171,258,87,345,-35.5,32.6,19.3,755,491,56
1995,4.6,13.8,-3.6,17.5,1447,131,10.1,105.4,470,1000,4889,15,142,183,267,83,929,-35.5,32.6,16.9,721,508,57
1996,5.2,15.7,-1.7,17.4,1661,97,9.1,161.0,424,1145,4691,28,149,176,248,72,488,-35.5,32.6,18.3,731,478,57
1997,4.7,14.1,-4.0,18.1,901,54,16.3,263.2,516,1088,4834,15,152,148,264,116,570,-35.5,32.6,19.5,771,630,55
1998,3.2,15.2,-5.8,21.0,1348,166,9.8,91.4,710,922,5408,21,124,201,262,61,971,-35.5,32.6,12.8,561,400,57
1999,4.7,13.6,-3.3,16.9,759,51,19.4,268.3,501,1071,4829,14,152,171,267,96,459,-35.5,32.6,20.5,646,548,55
2000,5.2,14.3,-2.2,16.5,929,64,16.4,222.1,443,1159,4649,20,157,167,257,90,373,-35.5,32.6,18.1,702,519,56
2001,5.1,15.6,-5.3,20.8,1182,41,12.8,375.0,609,1346,4704,29,164,142,272,130,517,-35.5,32.6,19.7,782,596,55
2002,5.0,16.0,-3.8,19.9,787,48,19.0,331.7,534,1215,4753,30,147,187,260,73,355,-35.5,32.6,23.2,753,610,54
2003,5.4,16.3,-3.4,19.7,794,83,19.4,195.4,531,1357,4607,37,162,170,274,103,482,-35.5,32.6,16.9,741,572,56
2004,5.0,14.7,-4.3,19.0,1063,44,14.1,333.5,487,1137,4747,19,149,177,250,73,433,-35.5,32.6,22.7,765,610,55
2005,5.0,16.5,-2.4,18.9,1526,101,9.8,164.0,437,1090,4760,28,151,165,246,81,700,-35.5,32.6,17.4,701,477,58
2006,5.0,16.4,-3.2,19.6,1192,45,12.5,361.7,565,1248,4762,32,158,158,257,99,730,-35.5,32.6,16.7,726,543,57
2007,5.6,16.4,-3.8,20.2,675,36,23.2,450.2,458,1311,4524,36,163,160,252,92,235,-35.5,32.6,22.5,801,608,56
2008,5.3,15.7,-4.6,20.3,1167,67,13.1,232.8,518,1295,4657,36,163,171,271,100,638,-35.5,32.6,24.5,730,594,57
2009,5.3,16.0,-3.3,19.3,995,82,15.3,196.0,461,1229,4656,30,163,139,275,136,417,-35.5,32.6,19.5,737,510,58
2010,4.5,15.3,-2.2,17.6,1628,35,8.9,442.4,522,1100,4920,24,152,199,267,68,591,-35.5,32.6,17.3,591,508,59
2011,4.6,15.1,-3.7,18.8,951,129,15.3,117.3,515,1098,4898,25,149,196,280,83,746,-35.5,32.6,-9999.0,649,402,57
2012,6.0,16.4,-3.6,20.0,1036,35,15.5,466.6,418,1410,4385,43,175,161,281,121,207,-35.5,32.6,-9999.0,773,552,58
2013,5.7,16.3,-2.9,19.3,387,59,40.5,278.5,415,1277,4500,33,163,170,259,90,290,-35.5,32.6,-9999.0,780,569,56
2014,6.7,16.3,-1.2,17.5,699,82,23.8,199.6,282,1396,4140,33,185,167,273,107,167,-35.5,32.6,-9999.0,812,558,59
2015,6.3,14.9,-3.6,18.5,834,171,19.5,86.9,351,1335,4297,28,185,176,277,101,119,-35.5,32.6,-9999.0,793,480,60
2016,6.0,15.6,-2.5,18.2,1283,85,12.4,184.3,364,1299,4411,33,173,173,262,88,487,-35.5,32.6,-9999.0,807,479,59
2017,6.0,16.6,-4.0,20.6,1987,95,8.1,173.8,391,1361,4371,41,175,160,262,102,1105,-35.5,32.6,-9999.0,774,507,60
2018,6.0,16.9,-2.5,19.4,989,93,16.2,182.4,405,1374,4405,46,174,162,270,107,379,-35.5,32.6,-9999.0,790,502,59
2019,4.7,15.4,-6.6,22.0,1512,143,9.7,107.4,540,1123,4864,23,155,186,261,75,867,-35.5,32.6,-9999.0,686,535,60
